Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_5,2.2588,5.5207,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
2,drone_6,4.3125,4.7214,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
2,drone_7,3.4055,6.6867,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
2,drone_8,3.8132,7.1732,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
2,drone_9,3.9921,5.6255,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_0,3.2675,4.5398,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_1,3.0277,6.2258,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_2,2.2689,6.2960,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_3,4.7765,6.7693,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_4,4.0949,4.9416,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_5,2.3894,5.3902,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_6,4.4330,4.6009,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_7,3.5260,6.5662,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_8,3.9337,7.0527,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
3,drone_9,4.1126,5.5049,13.3311,11.0084,"2.660,14.032,0.320;6.886,2.793,0.219;19.474,5.613,0.300;15.982,16.308,1.394;15.140,5.646,0.317;17.597,10.245,1.166;1.093,0.249,0.296;0.920,1.210,0.220;4.409,10.680,0.352;11.816,7.462,1.188;5.587,12.310,0.611;6.600,8.258,1.065;2.206,10.068,1.308;12.356,16.087,0.782;15.829,8.265,0.411;0.535,7.125,0.890;10.209,9.434,1.224;5.298,1.068,0.306;11.776,4.539,1.839;9.614,0.243,0.468;14.264,13.591,0.614;12.864,2.780,0.399;18.763,4.350,0.424;17.128,2.710,2.289;13.002,15.814,0.485;0.253,1.831,0.440;4.995,7.753,0.210;1.749,14.561,0.857;19.335,0.641,0.474;6.879,15.952,0.456;18.040,7.442,0.490;3.689,13.038,0.631;0.674,19.148,0.926;6.318,17.202,0.868;12.251,6.269,1.065;8.056,8.719,1.013;9.733,3.735,0.818;6.265,15.910,0.424;17.796,8.222,0.725;8.457,4.206,0.486;3.677,18.964,1.084;19.037,16.239,0.437;8.744,14.895,0.438;8.619,8.903,0.737;17.030,17.930,0.722;1.776,1.061,0.692;14.398,19.410,0.485;4.457,18.190,0.926;7.741,12.119,0.254;3.745,2.531,0.214;5.150,10.796,0.268;5.920,12.772,0.736;17.893,15.566,1.087;17.706,17.013,0.829;13.863,18.018,0.210;9.197,11.938,1.624;9.132,0.931,0.345;5.592,3.775,1.188;6.062,7.183,0.328;14.782,18.558,2.446;18.891,19.697,0.454;5.673,12.549,0.668;0.973,14.167,0.202;6.262,10.348,0.328;16.877,5.619,0.218;16.628,8.350,1.029;15.519,16.540,1.136;6.924,16.866,0.407;6.122,14.943,0.262;3.761,9.401,0.489;17.123,5.873,1.759;7.601,8.749,1.909"
