Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
30,drone_5,13.6324,7.2393,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
31,drone_1,8.1562,15.2489,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
31,drone_3,10.1909,5.1644,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
31,drone_4,11.6332,8.8186,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
31,drone_5,13.7064,7.4251,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
32,drone_1,8.2698,15.4135,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
32,drone_3,10.2462,5.3566,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
32,drone_4,11.7095,9.0035,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
32,drone_5,13.7822,7.6102,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
33,drone_1,8.3850,15.5770,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
33,drone_3,10.2997,5.5493,17.0000,17.0000,"12.874,16.001,1.083;5.544,5.224,0.810;16.075,13.012,1.304;4.891,11.574,0.980;15.479,13.676,1.260;17.870,12.269,0.257;19.350,9.991,0.306;15.348,10.910,1.118;0.675,7.024,0.665;16.813,14.135,0.236;6.791,7.817,0.796;18.142,4.828,0.273;2.807,19.576,0.227;9.988,12.573,0.334;10.827,13.538,0.210;2.832,18.029,1.088;0.911,11.309,0.270;7.110,10.058,0.462;15.687,5.935,0.398;11.898,15.127,0.486;16.220,2.504,1.265;2.628,10.484,0.413;12.155,14.055,0.408;18.734,12.017,0.286;5.234,7.839,0.968;14.289,18.955,0.345;5.011,6.085,0.392;17.014,10.050,1.073;12.188,5.167,0.373;18.558,11.804,0.273;6.046,8.703,1.921;2.115,2.492,0.292;5.645,4.551,0.754;12.656,18.531,0.316;17.080,11.854,1.017;10.285,13.850,0.281;3.373,8.632,0.249;19.801,7.970,0.230;1.977,18.757,0.926;5.135,4.814,0.827;18.349,14.318,0.261;6.295,7.291,2.301;16.059,8.625,0.396;15.291,8.057,0.417;12.377,12.454,0.328;14.292,9.947,0.640;14.110,17.336,0.488;13.013,13.192,1.296;12.947,5.097,0.245;12.203,18.252,1.188;6.219,9.390,1.754;2.878,9.342,0.760;2.241,17.248,1.015;1.946,1.785,0.837;4.771,18.191,0.458;8.480,19.406,0.303;13.838,15.233,0.484;17.000,5.903,0.355;10.376,7.552,0.354;16.530,8.994,1.140;1.570,10.185,0.205;0.367,10.059,0.311;4.705,19.493,0.436;19.222,13.563,0.209;18.337,3.061,0.340;2.439,18.778,1.034;18.651,7.343,0.343;16.916,8.680,2.277;0.957,19.490,0.962;9.065,6.119,0.244;7.950,5.656,0.359;10.699,13.994,2.026;1.563,10.096,0.457;13.803,19.523,0.388;11.188,17.747,0.427;9.569,8.570,0.304;18.611,10.584,2.238;18.992,13.626,0.605;7.077,8.686,2.161;0.670,8.413,1.201;18.787,9.013,1.037;8.754,14.218,0.452;15.039,19.379,0.701;1.698,0.853,0.485;7.088,3.443,0.240;10.092,7.749,0.438;19.091,19.325,0.495;0.959,10.601,0.860;4.092,11.816,0.363;18.447,3.308,0.334;19.267,13.394,1.248;7.856,1.901,0.287;6.754,5.409,1.290;10.101,7.447,0.343;18.446,4.169,0.790;5.199,15.535,0.426;3.655,19.544,0.393;5.283,11.294,1.041;19.606,6.343,0.399;1.722,17.891,0.984;7.381,6.937,1.584"
