Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_4,18.9960,11.9000,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
2,drone_5,15.8587,5.5764,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
2,drone_6,12.5890,11.1885,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
2,drone_7,8.2555,9.8529,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
2,drone_8,9.9604,8.3991,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
2,drone_9,5.8507,13.0227,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_0,15.2156,3.2638,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_1,13.9292,4.9018,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_2,11.2405,12.7000,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_3,14.2093,18.0176,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_4,19.0432,11.8144,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_5,15.9258,5.4578,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_6,12.6256,11.1298,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
3,drone_7,8.2834,9.7240,4.7609,13.2798,"11.724,15.856,0.239;8.087,15.028,1.163;7.009,3.775,1.884;3.016,7.756,1.283;13.793,1.925,0.280;4.140,4.834,0.907;0.323,1.530,0.260;9.394,17.731,0.386;3.610,16.554,0.729;6.633,0.769,0.242;9.427,10.302,0.205;7.435,10.626,0.303;15.281,9.428,0.354;18.559,7.814,0.361;17.786,10.718,0.688;8.766,5.650,0.348;17.783,13.555,0.499;13.328,2.427,0.764;11.129,19.163,0.912;15.149,9.856,1.074;11.454,18.509,0.242;10.050,1.765,0.367;15.007,1.314,1.109;6.508,15.258,0.325;9.691,0.623,1.001;5.576,6.243,1.123;7.199,1.072,1.674;6.749,10.783,0.205;9.693,12.580,0.857;0.749,1.569,1.260;7.762,9.412,0.240;10.202,2.439,0.845;1.621,5.050,1.062;16.386,17.255,1.005;18.225,18.532,0.451;5.803,17.832,1.282;11.159,14.648,0.323;2.901,6.752,0.494;8.896,7.614,0.659;11.011,10.962,0.969;16.893,19.729,0.300;8.000,14.363,0.685;17.609,6.986,1.522;19.225,4.475,0.488;4.703,5.609,0.334;11.071,14.962,0.211;12.317,16.123,0.250;8.518,4.857,0.206;17.308,8.103,1.973;2.215,18.790,0.355;8.275,2.785,0.972;19.366,4.288,0.363;8.892,3.239,1.348;13.492,15.436,1.155;15.460,14.544,0.879;16.370,1.436,1.256;1.040,7.077,0.868;10.991,0.744,0.402;16.531,3.764,0.278;10.254,19.433,1.014;1.804,14.064,0.283;3.554,17.255,0.414;10.211,18.765,0.687;12.479,16.310,0.294;11.806,14.579,0.637;16.703,16.292,0.266;5.705,1.966,1.033;17.642,15.446,1.737;18.636,14.554,1.046;0.559,1.943,1.042;9.901,13.613,0.887;16.718,14.930,1.387;11.772,18.835,1.854;18.137,8.948,1.258;1.102,15.406,0.241;7.613,12.627,0.292;17.361,18.533,2.286"
