Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_4,1.5566,5.1878,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
2,drone_5,15.1302,2.1675,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
2,drone_6,15.4592,12.5953,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
2,drone_7,1.2401,5.6774,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
2,drone_8,16.4578,8.0892,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
2,drone_9,17.0231,3.8395,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_0,4.2554,5.8243,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_1,13.6191,4.5988,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_2,19.2633,2.8081,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_3,7.6695,5.3071,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_4,1.6872,5.0572,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_5,15.2716,2.0261,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_6,15.6006,12.4538,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
3,drone_7,1.3706,5.5468,5.6648,7.7707,"19.411,1.469,0.445;8.040,13.206,0.229;5.363,11.718,0.344;8.971,10.598,2.096;13.881,1.206,0.928;13.328,18.337,1.157;12.486,7.506,0.876;16.610,17.575,1.579;18.117,17.796,0.435;17.038,4.896,0.317;11.848,18.756,1.291;13.970,13.839,0.932;8.043,7.865,0.305;5.207,12.022,0.769;10.004,12.609,0.236;5.080,15.318,0.624;17.680,18.403,0.318;9.764,14.228,2.039;17.430,15.269,0.762;17.835,9.410,0.824;3.168,10.266,0.237;15.965,5.029,0.482;17.836,1.475,1.253;12.282,10.363,1.217;14.111,10.391,0.478;11.540,9.906,0.456;0.662,1.779,0.383;0.911,14.772,0.857;13.429,16.530,0.475;7.600,18.395,0.453;8.177,6.861,0.279;6.349,0.622,0.269;14.132,7.634,1.015;19.070,18.822,1.051;16.881,7.765,0.321;13.846,15.052,0.898;4.208,13.291,0.402;2.891,9.681,0.348;4.591,17.010,0.822;15.116,6.490,0.891;11.769,12.796,1.280;16.323,11.650,0.465;11.620,9.531,1.380;8.334,2.285,0.963;16.036,6.134,0.991;17.724,3.212,0.386;5.597,4.385,0.456;5.143,16.512,1.737;4.272,2.138,0.426;15.441,11.178,0.865;2.523,10.390,0.933;7.833,13.327,1.200;0.396,10.560,0.435;12.546,8.249,1.115;0.700,3.717,0.616;8.425,4.482,0.666;1.793,15.722,1.178;14.534,7.517,1.119;8.185,14.101,0.997;8.108,3.723,0.421;4.440,18.844,0.402;1.350,17.061,0.312;16.000,2.353,0.230;14.664,8.286,1.043;17.520,6.709,0.214;14.613,14.809,0.747;11.698,16.041,0.989;18.428,15.359,0.497;8.473,8.844,0.320;5.694,19.037,0.646;14.522,6.268,0.962;12.611,12.134,0.417;14.257,12.177,0.919;11.812,0.865,0.774;11.634,7.470,0.475;13.370,17.650,1.824"
