Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
23,drone_5,6.3450,18.4631,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
23,drone_9,5.2128,14.7669,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
24,drone_3,17.4986,7.0096,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
24,drone_5,6.5343,18.3986,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
24,drone_9,5.4096,14.8026,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
25,drone_3,17.5488,7.2032,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
25,drone_5,6.7330,18.3759,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
25,drone_9,5.6058,14.8414,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
26,drone_3,17.5827,7.4003,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
26,drone_5,6.9314,18.4013,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
26,drone_9,5.8009,14.8854,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
27,drone_3,17.6070,7.5988,17.0000,17.0000,"10.946,16.716,0.224;17.493,9.678,0.264;12.092,14.247,0.387;16.418,12.572,1.039;10.531,15.081,0.289;0.647,2.822,0.344;2.684,12.974,0.266;5.263,1.830,0.670;4.021,3.794,0.215;10.305,18.400,0.315;8.969,6.900,1.363;2.219,5.617,1.182;19.391,10.829,0.732;13.408,13.917,1.728;17.859,11.036,1.125;7.112,4.517,1.064;15.074,12.921,0.439;11.288,5.918,0.231;11.450,3.017,1.068;16.597,1.069,0.964;7.915,3.379,1.812;0.629,9.515,1.059;18.580,9.892,1.694;18.224,13.223,0.434;5.054,13.868,0.254;8.344,5.016,0.423;13.525,17.038,1.303;18.879,1.938,1.133;15.246,14.706,0.886;16.119,7.325,0.731;19.242,0.789,0.955;16.305,1.125,1.211;14.704,19.470,0.292;19.347,3.221,0.212;7.569,18.567,0.383;2.346,3.218,0.446;6.720,11.102,0.468;3.566,5.412,0.322;2.025,1.829,1.104;11.367,11.730,0.352;17.020,1.767,0.407;17.103,11.317,0.434;10.349,4.354,0.300;13.108,1.490,0.340;4.848,18.030,0.353;17.732,1.399,1.085;2.169,1.476,1.747;2.866,12.844,0.397;15.429,9.893,0.304;9.856,6.334,0.453;5.990,2.759,0.782;4.279,0.894,0.235;8.793,5.681,0.318;18.556,12.881,0.497;17.760,19.620,0.408;8.566,17.328,0.362;4.697,12.880,0.718;12.671,9.998,0.201;10.395,0.243,0.270;1.144,3.022,0.910;2.000,10.277,0.204;10.235,16.775,0.747;3.500,2.612,2.147;10.396,5.860,1.127;1.397,11.504,0.246;5.669,2.504,2.394;14.777,13.912,1.090;16.768,1.718,1.115;16.527,14.257,0.270;6.426,12.158,0.776;15.543,11.613,2.207;16.916,14.238,0.273;10.590,1.895,0.466;18.786,14.407,0.488;10.744,12.496,0.276;15.784,8.240,0.481;3.714,4.792,0.280;5.566,19.504,0.379;9.199,17.911,0.400;17.403,11.084,2.400;2.416,4.516,0.848;2.318,6.480,1.546;12.586,1.465,0.683;0.603,10.601,0.289;7.396,8.416,0.210;14.543,9.489,0.204;9.373,2.233,0.772;0.588,3.977,0.271;9.523,17.461,0.887;13.346,18.589,0.478"
