Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
18,drone_8,10.3515,4.9382,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
19,drone_2,5.4435,12.6588,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
19,drone_4,7.1306,12.2092,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
19,drone_6,8.7152,6.3002,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
19,drone_7,18.8136,8.6886,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
19,drone_8,10.4675,5.1011,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
20,drone_2,5.6392,12.7000,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
20,drone_4,7.3055,12.3063,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
20,drone_6,8.8546,6.4436,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
20,drone_7,18.8995,8.8692,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
20,drone_8,10.5898,5.2594,17.0000,17.0000,"12.106,16.824,0.355;14.093,10.435,0.774;7.902,19.381,0.257;2.110,9.191,0.490;5.753,16.575,0.385;1.861,1.949,0.325;18.594,0.817,0.356;11.235,9.738,1.276;8.156,10.841,0.286;10.317,10.573,0.231;2.619,17.020,1.010;12.223,12.348,0.267;0.808,6.722,0.465;13.195,10.713,0.355;4.304,16.666,2.362;11.977,15.945,0.871;11.493,13.714,0.654;13.306,5.553,1.045;3.137,7.509,0.381;10.705,14.096,1.707;3.322,6.669,1.390;16.393,10.784,0.370;18.413,12.178,0.458;14.605,15.370,0.302;16.831,10.320,1.209;14.329,12.527,0.737;2.212,17.369,1.369;11.113,0.234,0.216;15.693,13.477,0.231;13.670,12.336,1.353;1.170,3.033,0.366;1.738,18.502,0.773;12.881,18.774,1.942;19.196,6.032,0.311;18.869,19.571,0.781;6.419,5.676,0.244;13.134,11.584,1.729;12.998,14.835,0.229;16.521,11.651,0.429;13.857,16.328,0.252;10.291,6.574,0.365;5.479,8.000,0.309;11.124,8.591,1.369;3.575,3.276,0.305;3.692,7.615,0.764;18.268,13.504,0.267;7.203,13.367,0.457;8.654,14.939,0.280;13.977,13.969,0.907;12.306,7.515,1.939;6.669,8.203,0.792;15.187,12.424,1.518;17.319,12.542,0.260;5.811,1.001,0.361;11.094,18.156,0.604;0.757,4.787,0.328;13.764,4.023,0.282;2.694,4.836,0.327;1.404,2.799,1.040;13.669,16.847,0.407;18.228,8.736,0.229;8.300,14.876,0.314;16.434,3.672,0.224;7.854,8.935,0.446;8.638,11.985,0.674;0.939,15.645,0.223;0.967,10.628,0.393;13.050,17.260,1.530;4.777,19.400,0.281;18.549,1.822,0.425;16.013,13.174,0.953;13.694,13.523,1.212;19.570,11.510,0.440;4.077,16.576,2.413;10.041,13.584,1.274;10.217,12.015,0.226;5.613,9.763,0.336;12.606,1.664,0.305;0.499,4.354,0.639;9.863,11.398,0.337;8.121,10.745,0.328;12.390,3.791,0.955;8.506,0.191,0.310;10.535,1.566,0.703;4.474,19.234,1.311;13.387,13.731,1.701;7.956,7.181,0.440;14.554,14.551,0.957;10.579,18.825,0.340;14.336,13.796,1.378;7.509,13.774,0.467;9.091,12.210,0.442;16.101,11.923,1.197;13.668,15.028,0.462;17.897,12.467,0.435;17.492,13.483,1.237;14.284,7.700,0.456;1.861,3.553,1.122;10.232,15.738,0.678;10.436,11.466,1.595"
